Row ID,Order ID,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,,,,,,,,,
273,CA-2016-149314,Second Class,GB-14530,Corporate,United States,Los Angeles,California,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,$195 ,1,0.2,19.5184,,,,,,,,,
274,CA-2014-127964,Standard Class,AP-10720,Home Office,United States,New York City,New York,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,$10 ,1,0,4.5954,,,,,,,,,
275,CA-2015-125416,Same Day,KC-16540,Consumer,United States,Seattle,Washington,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,$448 ,9,0,49.2723,,,,,,,,,
276,CA-2017-145226,Second Class,DL-13315,Consumer,United States,New York City,New York,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",$109 ,2,0,33.9388,,,,,,,,,
277,CA-2016-113621,Standard Class,JE-15745,Consumer,United States,Rockville,Maryland,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$173 ,2,0,51.75,,,,,,,,,
278,CA-2016-113621,Standard Class,JE-15745,Consumer,United States,Rockville,Maryland,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,$180 ,3,0,44.9925,,,,,,,,,
279,CA-2014-128146,Standard Class,DB-13060,Consumer,United States,Lakewood,New Jersey,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,"$1,323 ",7,0,357.1911,,,,,,,,,
280,CA-2017-117212,Second Class,BT-11530,Home Office,United States,Los Angeles,California,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,$890 ,8,0.2,66.7152,,,,,,,,,
281,CA-2017-117212,Second Class,BT-11530,Home Office,United States,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,$892 ,3,0.2,89.2224,,,,,,,,,
282,CA-2016-114727,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,$544 ,3,0.2,40.8006,,,,,,,,,
283,CA-2016-114727,Standard Class,LS-16945,Corporate,United States,Denver,Colorado,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,$854 ,3,0.2,10.6794,,,,,,,,,
284,CA-2016-137050,Second Class,SW-20755,Corporate,United States,New York City,New York,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,$579 ,4,0.2,21.7176,,,,,,,,,
285,US-2017-118087,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,$141 ,2,0.3,-48.4704,,,,,,,,,
286,US-2017-118087,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,$96 ,3,0.2,28.764,,,,,,,,,
287,US-2017-118087,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",$17 ,2,0.2,1.7024,,,,,,,,,
288,US-2017-118087,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,$259 ,3,0.2,64.674,,,,,,,,,
289,US-2017-118087,Standard Class,SP-20620,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,"$1,932 ",7,0.4,-386.3916,,,,,,,,,
290,CA-2014-110184,Standard Class,BF-11170,Home Office,United States,Los Angeles,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,$256 ,8,0.2,28.7928,,,,,,,,,
291,CA-2016-126004,First Class,BM-11140,Consumer,United States,New York City,New York,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",$114 ,3,0,20.4822,,,,,,,,,
292,CA-2016-126004,First Class,BM-11140,Consumer,United States,New York City,New York,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,$78 ,1,0,34.386,,,,,,,,,
293,CA-2017-100013,Standard Class,ZC-21910,Consumer,United States,Los Angeles,California,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,$9 ,1,0,2.9682,,,,,,,,,
294,CA-2016-153682,First Class,BG-11695,Corporate,United States,Cincinnati,Ohio,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,$840 ,2,0.4,69.999,,,,,,,,,
295,CA-2014-127012,Standard Class,GM-14680,Consumer,United States,Seattle,Washington,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",$12 ,1,0,5.434,,,,,,,,,
296,CA-2016-128727,Standard Class,MO-17800,Home Office,United States,New York City,New York,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,$22 ,4,0,5.5,,,,,,,,,
297,CA-2014-168494,Second Class,NP-18700,Consumer,United States,Fresno,California,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,$765 ,6,0.2,95.586,,,,,,,,,
298,CA-2014-168494,Second Class,NP-18700,Consumer,United States,Fresno,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,"$3,611 ",12,0.2,135.4068,,,,,,,,,
299,CA-2014-168494,Second Class,NP-18700,Consumer,United States,Fresno,California,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,$255 ,3,0.15,11.9988,,,,,,,,,
300,CA-2017-115602,Standard Class,DJ-13630,Consumer,United States,New York City,New York,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"$1,142 ",9,0.1,139.5702,,,,,,,,,
301,CA-2017-144638,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,$36 ,3,0.4,-8.379,,,,,,,,,
302,CA-2017-144638,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,$7 ,1,0.2,0.5022,,,,,,,,,
303,CA-2017-144638,Standard Class,MH-18115,Home Office,United States,Chester,Pennsylvania,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,$44 ,2,0.2,11.5164,,,,,,,,,
304,US-2014-167738,Standard Class,JC-16105,Corporate,United States,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",$292 ,6,0.2,18.267,,,,,,,,,
305,CA-2017-121412,Standard Class,BG-11695,Corporate,United States,Louisville,Colorado,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,$29 ,3,0.2,3.666,,,,,,,,,
306,CA-2016-154711,Standard Class,TB-21355,Corporate,United States,New York City,New York,East,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,$40 ,2,0,11.1664,,,,,,,,,
307,CA-2016-141397,First Class,RC-19825,Consumer,United States,Pasadena,California,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,$162 ,2,0.2,-8.0784,,,,,,,,,
308,US-2016-134488,Standard Class,PK-19075,Consumer,United States,Columbus,Ohio,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,$155 ,2,0.3,-13.3176,,,,,,,,,
309,CA-2016-145919,Standard Class,HG-14965,Corporate,United States,Los Angeles,California,West,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",$184 ,8,0,62.5056,,,,,,,,,
310,CA-2017-157651,Standard Class,HA-14920,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$14 ,1,0.2,3.3725,,,,,,,,,
311,CA-2015-120439,Standard Class,AD-10180,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",$51 ,6,0.2,5.1072,,,,,,,,,
312,CA-2016-142762,Standard Class,LD-17005,Consumer,United States,San Francisco,California,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",$37 ,3,0,16.302,,,,,,,,,
313,CA-2017-127705,Standard Class,AB-10255,Home Office,United States,Lorain,Ohio,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,$3 ,1,0.4,-0.6435,,,,,,,,,
314,US-2017-123281,Standard Class,JF-15190,Consumer,United States,Los Angeles,California,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,$25 ,3,0,6.5286,,,,,,,,,
315,CA-2017-100524,Second Class,CM-12115,Consumer,United States,New York City,New York,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,$30 ,2,0,8.0406,,,,,,,,,
316,CA-2017-100524,Second Class,CM-12115,Consumer,United States,New York City,New York,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,$678 ,3,0,176.1708,,,,,,,,,
317,CA-2017-162978,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,Motorola L804,$184 ,5,0.2,20.6955,,,,,,,,,
318,CA-2017-162978,Standard Class,LW-16990,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,$301 ,1,0.2,11.2839,,,,,,,,,
319,US-2014-151925,Second Class,KT-16465,Consumer,United States,Los Angeles,California,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$146 ,2,0.2,0,,,,,,,,,
320,CA-2017-125199,Standard Class,HM-14860,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,$310 ,4,0.4,-56.7556,,,,,,,,,
321,US-2017-155425,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,$96 ,2,0.7,-63.996,,,,,,,,,
322,US-2017-155425,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,$240 ,6,0.2,-35.9928,,,,,,,,,
323,US-2017-155425,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,$202 ,2,0.2,15.1188,,,,,,,,,
324,US-2017-155425,First Class,AB-10600,Corporate,United States,Tucson,Arizona,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,$899 ,4,0.2,-146.1096,,,,,,,,,
325,CA-2017-133249,First Class,SZ-20035,Home Office,United States,Pico Rivera,California,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",$146 ,5,0,62.737,,,,,,,,,
326,US-2015-103471,Standard Class,JR-15670,Consumer,United States,Colorado Springs,Colorado,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",$590 ,7,0.7,-786.744,,,,,,,,,
327,CA-2017-136672,Standard Class,MG-17890,Home Office,United States,Clinton,Maryland,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,$49 ,3,0,4.908,,,,,,,,,
328,CA-2015-120362,Standard Class,CA-12265,Consumer,United States,Provo,Utah,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",$913 ,5,0,118.6575,,,,,,,,,
329,CA-2014-126361,Second Class,VD-21670,Consumer,United States,Pleasant Grove,Utah,West,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,$400 ,5,0.2,34.9965,,,,,,,,,
330,CA-2016-124485,First Class,NC-18340,Consumer,United States,New York City,New York,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$88 ,4,0,11.492,,,,,,,,,
331,US-2016-161396,Standard Class,GM-14455,Home Office,United States,Columbus,Ohio,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",$205 ,2,0.4,-58.1332,,,,,,,,,
332,US-2014-118486,First Class,SD-20485,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,$155 ,3,0.4,-36.1116,,,,,,,,,
333,US-2014-118486,First Class,SD-20485,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,$117 ,2,0.2,21.897,,,,,,,,,
334,CA-2016-130407,Standard Class,KD-16270,Consumer,United States,New York City,New York,East,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,$40 ,2,0,9.995,,,,,,,,,
335,US-2016-122245,Standard Class,AB-10105,Consumer,United States,Phoenix,Arizona,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,$393 ,3,0.5,-204.4458,,,,,,,,,
336,CA-2016-136329,Standard Class,JD-15895,Corporate,United States,New York City,New York,East,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,$408 ,2,0.1,72.5344,,,,,,,,,
337,CA-2016-136329,Standard Class,JD-15895,Corporate,United States,New York City,New York,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",$165 ,4,0,14.8752,,,,,,,,,
338,CA-2017-115994,Second Class,BT-11305,Home Office,United States,Costa Mesa,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,$240 ,3,0,26.3967,,,,,,,,,
339,CA-2017-115994,Second Class,BT-11305,Home Office,United States,Costa Mesa,California,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",$38 ,3,0,12.8316,,,,,,,,,
340,CA-2015-124800,Standard Class,RW-19540,Corporate,United States,Mesa,Arizona,West,TEC-PH-10001750,Technology,Phones,Samsung Rugby III,$264 ,5,0.2,23.0965,,,,,,,,,
341,CA-2017-122700,Standard Class,LT-17110,Consumer,United States,Columbus,Ohio,East,TEC-PH-10003092,Technology,Phones,Motorola L804,$221 ,8,0.4,-40.4712,,,,,,,,,
342,CA-2015-145821,Standard Class,JB-15400,Corporate,United States,Los Angeles,California,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,$89 ,3,0.2,11.094,,,,,,,,,
343,CA-2014-155271,Same Day,AA-10480,Consumer,United States,Middletown,Connecticut,East,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,$27 ,2,0,9.8856,,,,,,,,,
344,US-2016-128902,Standard Class,MB-18085,Consumer,United States,Vineland,New Jersey,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,$244 ,2,0.3,-31.3722,,,,,,,,,
345,CA-2014-151708,Standard Class,MB-17305,Consumer,United States,Glendale,Arizona,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",$121 ,4,0.2,-3.0344,,,,,,,,,
346,CA-2014-151708,Standard Class,MB-17305,Consumer,United States,Glendale,Arizona,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,$96 ,3,0.2,-10.7973,,,,,,,,,
347,CA-2017-121468,First Class,KD-16345,Consumer,United States,Westminster,California,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,$32 ,4,0.2,2.3976,,,,,,,,,
348,US-2016-108098,Standard Class,CP-12340,Corporate,United States,Seattle,Washington,West,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,$177 ,3,0,30.09,,,,,,,,,
349,CA-2015-140410,Standard Class,CM-12655,Home Office,United States,Los Angeles,California,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,"$1,213 ",7,0.2,106.1242,,,,,,,,,
350,CA-2015-140410,Standard Class,CM-12655,Home Office,United States,Los Angeles,California,West,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,$90 ,3,0,37.7874,,,,,,,,,
351,CA-2015-140410,Standard Class,CM-12655,Home Office,United States,Los Angeles,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,$43 ,3,0,16.614,,,,,,,,,
352,CA-2017-166436,Standard Class,TS-21370,Corporate,United States,New York City,New York,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,$977 ,6,0.1,173.7408,,,,,,,,,
353,CA-2017-139661,Standard Class,JW-15220,Corporate,United States,Vancouver,Washington,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,$10 ,2,0,3.6632,,,,,,,,,
354,CA-2016-100468,Standard Class,AT-10435,Home Office,United States,Los Angeles,California,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",$34 ,2,0.2,3.352,,,,,,,,,
355,CA-2016-100468,Standard Class,AT-10435,Home Office,United States,Los Angeles,California,West,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$10 ,2,0,3.0814,,,,,,,,,
356,CA-2015-153388,Standard Class,PC-19000,Home Office,United States,Los Angeles,California,West,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,"$1,005 ",6,0.2,-175.8708,,,,,,,,,
357,CA-2017-103611,First Class,JM-15535,Consumer,United States,Los Angeles,California,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",$8 ,2,0,3.0096,,,,,,,,,
358,US-2017-160759,Standard Class,AI-10855,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$64 ,1,0.3,-9.098,,,,,,,,,
359,CA-2017-148446,Second Class,MC-17845,Consumer,United States,North Las Vegas,Nevada,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,"$1,670 ",4,0,116.872,,,,,,,,,
360,CA-2015-144806,Standard Class,GH-14425,Consumer,United States,Tucson,Arizona,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",$206 ,6,0.2,48.9516,,,,,,,,,
361,CA-2016-122392,Standard Class,CJ-12010,Consumer,United States,Allentown,Pennsylvania,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",$12 ,2,0.2,3.3488,,,,,,,,,
362,CA-2017-124086,Standard Class,MP-18175,Home Office,United States,Laguna Niguel,California,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",$204 ,2,0.15,16.7986,,,,,,,,,
363,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,$40 ,1,0,11.5971,,,,,,,,,
364,CA-2017-121888,Second Class,CL-11890,Consumer,United States,Everett,Massachusetts,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",$783 ,3,0,203.5644,,,,,,,,,
365,CA-2014-166884,Second Class,CK-12205,Consumer,United States,Columbus,Ohio,East,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,$8 ,5,0.2,2.288,,,,,,,,,
366,CA-2014-150245,Second Class,PC-18745,Corporate,United States,Watertown,New York,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","$1,573 ",7,0.2,196.686,,,,,,,,,
367,CA-2014-134278,First Class,EP-13915,Consumer,United States,New York City,New York,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,$560 ,1,0.2,174.9975,,,,,,,,,
368,CA-2017-120761,Standard Class,AB-10150,Consumer,United States,Long Beach,New York,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",$92 ,4,0,39.5428,,,,,,,,,
369,CA-2015-112116,Second Class,JE-15475,Consumer,United States,Seattle,Washington,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,$172 ,2,0,44.7096,,,,,,,,,
370,US-2017-102890,Same Day,SG-20470,Consumer,United States,New York City,New York,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,"$1,045 ",5,0.4,-295.9785,,,,,,,,,
371,CA-2015-132101,Standard Class,JO-15550,Home Office,United States,Seattle,Washington,West,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,$454 ,3,0.2,39.6879,,,,,,,,,
372,US-2014-157385,First Class,SC-20095,Consumer,United States,Los Angeles,California,West,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,$604 ,5,0.2,-67.941,,,,,,,,,
373,US-2014-157385,First Class,SC-20095,Consumer,United States,Los Angeles,California,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,$30 ,1,0,6.2979,,,,,,,,,
374,US-2014-157385,First Class,SC-20095,Consumer,United States,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,$381 ,2,0.2,23.84,,,,,,,,,
375,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$308 ,2,0,89.3142,,,,,,,,,
376,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,$383 ,9,0.4,-153.1224,,,,,,,,,
377,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,$47 ,3,0,18.3456,,,,,,,,,
378,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,$6 ,2,0,2.9568,,,,,,,,,
379,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,$980 ,5,0,274.386,,,,,,,,,
380,CA-2015-131338,First Class,NP-18325,Consumer,United States,New York City,New York,East,TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,$248 ,4,0,34.692,,,,,,,,,
381,CA-2015-122826,Second Class,RD-19480,Consumer,United States,Olympia,Washington,West,TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,$202 ,4,0.2,22.6764,,,,,,,,,
382,CA-2017-149181,Standard Class,MD-17350,Consumer,United States,Columbus,Ohio,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,$48 ,2,0.3,-2.0568,,,,,,,,,
383,CA-2017-132234,First Class,MY-17380,Corporate,United States,New York City,New York,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,$547 ,13,0,175.136,,,,,,,,,
384,CA-2016-164672,Second Class,GB-14530,Corporate,United States,Dover,Delaware,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$212 ,2,0,42.392,,,,,,,,,
385,US-2016-115819,Second Class,JO-15280,Consumer,United States,Los Angeles,California,West,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,$40 ,5,0.2,12.987,,,,,,,,,
386,CA-2014-156349,Standard Class,ML-17395,Corporate,United States,Los Angeles,California,West,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,$291 ,2,0.15,27.3568,,,,,,,,,
387,CA-2014-156349,Standard Class,ML-17395,Corporate,United States,Los Angeles,California,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,$202 ,2,0.2,20.1584,,,,,,,,,
388,CA-2014-156349,Standard Class,ML-17395,Corporate,United States,Los Angeles,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,$84 ,2,0.2,31.494,,,,,,,,,
389,US-2016-113509,Standard Class,PL-18925,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,$84 ,3,0.2,-13.6461,,,,,,,,,
390,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",$198 ,2,0,99.23,,,,,,,,,
391,CA-2017-108560,Standard Class,JC-15385,Consumer,United States,Kent,Washington,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,$50 ,2,0,10.5,,,,,,,,,
392,CA-2015-157084,Standard Class,JG-15160,Consumer,United States,Los Angeles,California,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,$676 ,5,0.2,84.495,,,,,,,,,
393,CA-2015-157084,Standard Class,JG-15160,Consumer,United States,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$1,266 ",3,0,556.974,,,,,,,,,
394,CA-2017-101049,Second Class,AS-10240,Consumer,United States,Cleveland,Ohio,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",$18 ,5,0.2,2.464,,,,,,,,,
395,CA-2016-106530,Same Day,CL-12565,Consumer,United States,Cleveland,Ohio,East,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,$58 ,2,0.2,7.264,,,,,,,,,
396,CA-2014-168984,Standard Class,NW-18400,Consumer,United States,Tigard,Oregon,West,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,$438 ,4,0.2,-87.6672,,,,,,,,,
397,CA-2016-157266,Standard Class,TB-21280,Consumer,United States,Washington,District of Columbia,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,$41 ,3,0,17.3754,,,,,,,,,
398,CA-2015-111829,First Class,FH-14365,Corporate,United States,Seattle,Washington,West,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,"$3,150 ",7,0,1480.4671,,,,,,,,,
399,CA-2015-105221,First Class,VM-21685,Home Office,United States,Philadelphia,Pennsylvania,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$35 ,2,0.2,-3.094,,,,,,,,,
